id,parent,child
02361,Hydra (Earth-616)/Members,/wiki/Ophelia_Sarkissian_(Earth-616)
02362,Mutates,/wiki/Ophelia_Sarkissian_(Earth-616)
02363,Stan Lee/Creator,/wiki/Ophelia_Sarkissian_(Earth-616)
02364,Mercenaries,/wiki/Ophelia_Sarkissian_(Earth-616)
02365,Formerly Deceased,/wiki/Ophelia_Sarkissian_(Earth-616)
02366,Thunderbolts (Earth-616)/Members,/wiki/Brock_Rumlow_(Earth-616)
02367,Hydra (Earth-616)/Members,/wiki/Brock_Rumlow_(Earth-616)
02368,Terrigenesis,/wiki/Brock_Rumlow_(Earth-616)
02369,Mutates,/wiki/Brock_Rumlow_(Earth-616)
02370,Americans,/wiki/Brock_Rumlow_(Earth-616)
02371,Mercenaries,/wiki/Brock_Rumlow_(Earth-616)
02372,Avengers West Coast (Earth-616)/Members,/wiki/Christopher_Powell_(Earth-616)
02373,Secret Defenders (Earth-616)/Members,/wiki/Christopher_Powell_(Earth-616)
02374,Americans,/wiki/Christopher_Powell_(Earth-616)
02375,Flight,/wiki/Christopher_Powell_(Earth-616)
02376,Armor Users,/wiki/Christopher_Powell_(Earth-616)
02377,Invisibility,/wiki/Christopher_Powell_(Earth-616)
02378,Mutates,/wiki/Miguel_O%27Hara_(Earth-928)
02379,Formerly Deceased,/wiki/Miguel_O%27Hara_(Earth-928)
02380,Americans,/wiki/Miguel_O%27Hara_(Earth-928)
02381,Leaping,/wiki/Miguel_O%27Hara_(Earth-928)
02382,Night Vision,/wiki/Miguel_O%27Hara_(Earth-928)
02383,Wallcrawling,/wiki/Miguel_O%27Hara_(Earth-928)
02384,Web-Slinging,/wiki/Miguel_O%27Hara_(Earth-928)
02385,Characters Displaced to Earth-616,/wiki/Miguel_O%27Hara_(Earth-928)
02386,Hydra (Earth-616)/Members,/wiki/Dmitri_Smerdyakov_(Earth-616)
02387,Sinister Six (Earth-616)/Members,/wiki/Dmitri_Smerdyakov_(Earth-616)
02388,Mutates,/wiki/Dmitri_Smerdyakov_(Earth-616)
02389,Stan Lee/Creator,/wiki/Dmitri_Smerdyakov_(Earth-616)
02390,Steve Ditko/Creator,/wiki/Dmitri_Smerdyakov_(Earth-616)
02391,Shapeshifters,/wiki/Dmitri_Smerdyakov_(Earth-616)
02392,X-Men (Earth-616)/Members,/wiki/Robert_Herman_(Earth-616)
02393,New Mutants (Earth-616)/Members,/wiki/Robert_Herman_(Earth-616)
02394,Mutants (Homo superior),/wiki/Robert_Herman_(Earth-616)
02395,Americans,/wiki/Robert_Herman_(Earth-616)
02396,Stan Lee/Creator,/wiki/Harold_Hogan_(Earth-616)
02397,Americans,/wiki/Harold_Hogan_(Earth-616)
02398,Energy Absorption,/wiki/Harold_Hogan_(Earth-616)
02399,Armor Users,/wiki/Harold_Hogan_(Earth-616)
02400,Mutates,/wiki/Harold_Hogan_(Earth-616)
02401,X-Factor Investigations (Earth-616)/Members,/wiki/Pip_Gofern_(Earth-616)
02402,Jim Starlin/Creator,/wiki/Pip_Gofern_(Earth-616)
02403,Shapeshifters,/wiki/Pip_Gofern_(Earth-616)
02404,Guardians of the Galaxy (Earth-616)/Members,/wiki/Kl%27rt_(Earth-616)
02405,Stan Lee/Creator,/wiki/Kl%27rt_(Earth-616)
02406,Jack Kirby/Creator,/wiki/Kl%27rt_(Earth-616)
02407,Formerly Deceased,/wiki/Kl%27rt_(Earth-616)
02408,Shapeshifters,/wiki/Kl%27rt_(Earth-616)
02409,Flight,/wiki/Kl%27rt_(Earth-616)
02410,Invisibility,/wiki/Kl%27rt_(Earth-616)
02411,Hypnosis,/wiki/Kl%27rt_(Earth-616)
02412,Force Field,/wiki/Kl%27rt_(Earth-616)
02413,Plasma Generation,/wiki/Kl%27rt_(Earth-616)
02414,Avengers Academy (Earth-616)/Members,/wiki/Jocasta_Pym_(Earth-616)
02415,Avengers (Earth-616)/Members,/wiki/Jocasta_Pym_(Earth-616)
02416,Optic Blasts,/wiki/Jocasta_Pym_(Earth-616)
02417,Force Field,/wiki/Jocasta_Pym_(Earth-616)
02418,Bulletproof,/wiki/Jocasta_Pym_(Earth-616)
02419,Formerly Deceased,/wiki/Jocasta_Pym_(Earth-616)
02420,Concussive Blasts,/wiki/Jocasta_Pym_(Earth-616)
02421,Shapeshifters,/wiki/Jocasta_Pym_(Earth-616)
02422,Stan Lee/Creator,/wiki/Mandarin_(Earth-616)
02423,Chi Manipulation,/wiki/Mandarin_(Earth-616)
02424,X-Men (Earth-616)/Members,/wiki/Nathaniel_Grey_(Earth-295)
02425,New Mutants (Earth-616)/Members,/wiki/Nathaniel_Grey_(Earth-295)
02426,Mutants (Homo superior),/wiki/Nathaniel_Grey_(Earth-295)
02427,Americans,/wiki/Nathaniel_Grey_(Earth-295)
02428,Magicians,/wiki/Nathaniel_Grey_(Earth-295)
02429,Possession,/wiki/Nathaniel_Grey_(Earth-295)
02430,Astral Projection,/wiki/Nathaniel_Grey_(Earth-295)
02431,Mind Control,/wiki/Nathaniel_Grey_(Earth-295)
02432,Trackers,/wiki/Nathaniel_Grey_(Earth-295)
02433,Telekinesis,/wiki/Nathaniel_Grey_(Earth-295)
02434,Flight,/wiki/Nathaniel_Grey_(Earth-295)
02435,Force Field,/wiki/Nathaniel_Grey_(Earth-295)
02436,Concussive Blasts,/wiki/Nathaniel_Grey_(Earth-295)
02437,Intangibility,/wiki/Nathaniel_Grey_(Earth-295)
02438,Invisibility,/wiki/Nathaniel_Grey_(Earth-295)
02439,Atmokinesis,/wiki/Nathaniel_Grey_(Earth-295)
02440,Characters Displaced to Earth-616,/wiki/Nathaniel_Grey_(Earth-295)
02441,Formerly Deceased,/wiki/Nathaniel_Grey_(Earth-295)
02442,Avengers Academy (Earth-616)/Members,/wiki/Julie_Power_(Earth-616)
02443,Mutates,/wiki/Julie_Power_(Earth-616)
02444,Americans,/wiki/Julie_Power_(Earth-616)
02445,Flight,/wiki/Julie_Power_(Earth-616)
02446,Empire State University Student,/wiki/Julie_Power_(Earth-616)
02447,Invulnerability,/wiki/Julie_Power_(Earth-616)
02448,Bisexual Characters,/wiki/Julie_Power_(Earth-616)
02449,Fantastic Four (Earth-616)/Members,/wiki/Devil_Dinosaur_(Earth-78411)
02450,Jack Kirby/Creator,/wiki/Devil_Dinosaur_(Earth-78411)
02451,Characters Displaced to Earth-616,/wiki/Devil_Dinosaur_(Earth-78411)
02452,Worthy of Mjolnir,/wiki/Devil_Dinosaur_(Earth-78411)
02453,Symbiotes-possessed,/wiki/Devil_Dinosaur_(Earth-78411)
02454,Phoenix Force,/wiki/Devil_Dinosaur_(Earth-78411)
02455,Mutates,/wiki/George_Tarleton_(Earth-616)
02456,Jack Kirby/Creator,/wiki/George_Tarleton_(Earth-616)
02457,Stan Lee/Creator,/wiki/George_Tarleton_(Earth-616)
02458,Americans,/wiki/George_Tarleton_(Earth-616)
02459,Telekinesis,/wiki/George_Tarleton_(Earth-616)
02460,Formerly Deceased,/wiki/George_Tarleton_(Earth-616)
02461,Hypnosis,/wiki/George_Tarleton_(Earth-616)
02462,X-Men (Earth-616)/Members,/wiki/Everett_Thomas_(Earth-616)
02463,Mutants (Homo superior),/wiki/Everett_Thomas_(Earth-616)
02464,Formerly Deceased,/wiki/Everett_Thomas_(Earth-616)
02465,Americans,/wiki/Everett_Thomas_(Earth-616)
02466,X-Men (Earth-616)/Members,/wiki/Noriko_Ashida_(Earth-616)
02467,Mutants (Homo superior),/wiki/Noriko_Ashida_(Earth-616)
02468,Americans,/wiki/Noriko_Ashida_(Earth-616)
02469,Mutates,/wiki/Ulysses_Klaw_(Earth-616)
02470,Stan Lee/Creator,/wiki/Ulysses_Klaw_(Earth-616)
02471,Jack Kirby/Creator,/wiki/Ulysses_Klaw_(Earth-616)
02472,Formerly Deceased,/wiki/Ulysses_Klaw_(Earth-616)
02473,Telepathic Immunity,/wiki/Ulysses_Klaw_(Earth-616)
02474,Acoustikinesis,/wiki/Ulysses_Klaw_(Earth-616)
02475,Energy Form,/wiki/Ulysses_Klaw_(Earth-616)
02476,Invulnerability,/wiki/Ulysses_Klaw_(Earth-616)
02477,Terrigenesis,/wiki/Maximus_Boltagon_(Earth-616)
02478,Mutates,/wiki/Maximus_Boltagon_(Earth-616)
02479,Inhumans (Inhomo supremis),/wiki/Maximus_Boltagon_(Earth-616)
02480,Stan Lee/Creator,/wiki/Maximus_Boltagon_(Earth-616)
02481,Jack Kirby/Creator,/wiki/Maximus_Boltagon_(Earth-616)
02482,Mind Control,/wiki/Maximus_Boltagon_(Earth-616)
02483,Sinister Six (Earth-616)/Members,/wiki/Alonzo_Lincoln_(Earth-616)
02484,Mutates,/wiki/Alonzo_Lincoln_(Earth-616)
02485,Americans,/wiki/Alonzo_Lincoln_(Earth-616)
02486,Bulletproof,/wiki/Alonzo_Lincoln_(Earth-616)
02487,Mutates,/wiki/Kaine_Parker_(Earth-616)
02488,Formerly Deceased,/wiki/Kaine_Parker_(Earth-616)
02489,Americans,/wiki/Kaine_Parker_(Earth-616)
02490,Wallcrawling,/wiki/Kaine_Parker_(Earth-616)
02491,Invisibility,/wiki/Kaine_Parker_(Earth-616)
02492,Web-Slinging,/wiki/Kaine_Parker_(Earth-616)
02493,Leaping,/wiki/Kaine_Parker_(Earth-616)
02494,Zoopathy,/wiki/Kaine_Parker_(Earth-616)
02495,Night Vision,/wiki/Kaine_Parker_(Earth-616)
02496,Mercenaries,/wiki/Silvija_Sablinova_(Earth-616)
02497,Telepathic Immunity,/wiki/Silvija_Sablinova_(Earth-616)
02498,Guardians of the Galaxy (Earth-616)/Members,/wiki/Noh-Varr_(Earth-200080)
02499,Avengers West Coast (Earth-616)/Members,/wiki/Noh-Varr_(Earth-200080)
02500,Young Avengers (Earth-616)/Members,/wiki/Noh-Varr_(Earth-200080)
02501,Avengers (Earth-616)/Members,/wiki/Noh-Varr_(Earth-200080)
02502,Super-Soldiers,/wiki/Noh-Varr_(Earth-200080)
02503,Kree,/wiki/Noh-Varr_(Earth-200080)
02504,Flight,/wiki/Noh-Varr_(Earth-200080)
02505,Wallcrawling,/wiki/Noh-Varr_(Earth-200080)
02506,Characters Displaced to Earth-616,/wiki/Noh-Varr_(Earth-200080)
02507,Bisexual Characters,/wiki/Noh-Varr_(Earth-200080)
02508,Runaways (Earth-616)/Members,/wiki/Nico_Minoru_(Earth-616)
02509,Formerly Deceased,/wiki/Nico_Minoru_(Earth-616)
02510,Americans,/wiki/Nico_Minoru_(Earth-616)
02511,Magicians,/wiki/Nico_Minoru_(Earth-616)
02512,Flight,/wiki/Nico_Minoru_(Earth-616)
02513,Bisexual Characters,/wiki/Nico_Minoru_(Earth-616)
02514,Mutants (Homo superior),/wiki/Madelyne_Pryor_(Earth-616)
02515,Chris Claremont/Creator,/wiki/Madelyne_Pryor_(Earth-616)
02516,Formerly Deceased,/wiki/Madelyne_Pryor_(Earth-616)
02517,Americans,/wiki/Madelyne_Pryor_(Earth-616)
02518,Magicians,/wiki/Madelyne_Pryor_(Earth-616)
02519,Telekinesis,/wiki/Madelyne_Pryor_(Earth-616)
02520,Phoenix Force,/wiki/Madelyne_Pryor_(Earth-616)
02521,Possession,/wiki/Madelyne_Pryor_(Earth-616)
02522,Secret Avengers (Civil War) (Earth-616)/Members,/wiki/Rachel_Leighton_(Earth-616)
02523,Americans,/wiki/Rachel_Leighton_(Earth-616)
02524,Mercenaries,/wiki/Rachel_Leighton_(Earth-616)
02525,Order of the Web (Earth-616)/Members,/wiki/A%C3%B1a_Coraz%C3%B3n_(Earth-616)
02526,Avengers Academy (Earth-616)/Members,/wiki/A%C3%B1a_Coraz%C3%B3n_(Earth-616)
02527,Mutates,/wiki/A%C3%B1a_Coraz%C3%B3n_(Earth-616)
02528,Americans,/wiki/A%C3%B1a_Coraz%C3%B3n_(Earth-616)
02529,Wallcrawling,/wiki/A%C3%B1a_Coraz%C3%B3n_(Earth-616)
02530,Web-Slinging,/wiki/A%C3%B1a_Coraz%C3%B3n_(Earth-616)
02531,Empire State University Student,/wiki/A%C3%B1a_Coraz%C3%B3n_(Earth-616)
02532,Stan Lee/Creator,/wiki/Freyja_Freyrdottir_(Earth-616)
02533,Formerly Deceased,/wiki/Freyja_Freyrdottir_(Earth-616)
02534,Secret Avengers (Civil War) (Earth-616)/Members,/wiki/Veranke_(Earth-616)
02535,Hydra (Earth-616)/Members,/wiki/Veranke_(Earth-616)
02536,Pheromones,/wiki/Veranke_(Earth-616)
02537,Shapeshifters,/wiki/Veranke_(Earth-616)
02538,Flight,/wiki/Veranke_(Earth-616)
02539,Wallcrawling,/wiki/Veranke_(Earth-616)
02540,Symbiotes-possessed,/wiki/Veranke_(Earth-616)
02541,X-Men (Earth-616)/Members,/wiki/Doop_(Earth-616)
02542,Bisexual Characters,/wiki/Doop_(Earth-616)
02543,Formerly Deceased,/wiki/Doop_(Earth-616)
02544,Magicians,/wiki/Doop_(Earth-616)
02545,Medium Awareness,/wiki/Doop_(Earth-616)
02546,Champions (Earth-616)/Members,/wiki/Riri_Williams_(Earth-616)
02547,Americans,/wiki/Riri_Williams_(Earth-616)
02548,Armor Users,/wiki/Riri_Williams_(Earth-616)
02549,Symbiotes-possessed,/wiki/Riri_Williams_(Earth-616)
02550,Magicians,/wiki/Yao_(Earth-616)
02551,Jack Kirby/Creator,/wiki/Yao_(Earth-616)
02552,Stan Lee/Creator,/wiki/Yao_(Earth-616)
02553,Steve Ditko/Creator,/wiki/Yao_(Earth-616)
02554,Force Field,/wiki/Yao_(Earth-616)
02555,Astral Projection,/wiki/Yao_(Earth-616)
02556,Telekinesis,/wiki/Yao_(Earth-616)
02557,Hypnosis,/wiki/Yao_(Earth-616)
02558,Chi Manipulation,/wiki/Yao_(Earth-616)
02559,Mercenaries,/wiki/Jean-Paul_Duchamp_(Earth-616)
02560,Homosexual Characters,/wiki/Jean-Paul_Duchamp_(Earth-616)
02561,Stan Lee/Creator,/wiki/Supreme_Intelligence_(Earth-616)
02562,Jack Kirby/Creator,/wiki/Supreme_Intelligence_(Earth-616)
02563,Formerly Deceased,/wiki/Supreme_Intelligence_(Earth-616)
02564,Telekinesis,/wiki/Supreme_Intelligence_(Earth-616)
02565,Cosmic Awareness,/wiki/Supreme_Intelligence_(Earth-616)
02566,Mutants (Homo superior),/wiki/Abigail_Thanriaguiaxus_(Earth-616)
02567,Formerly Deceased,/wiki/Abigail_Thanriaguiaxus_(Earth-616)
02568,Symbiotes-possessed,/wiki/Abigail_Thanriaguiaxus_(Earth-616)
02569,Stan Lee/Creator,/wiki/Annihilus_(Earth-616)
02570,Jack Kirby/Creator,/wiki/Annihilus_(Earth-616)
02571,Mutates,/wiki/Annihilus_(Earth-616)
02572,Stan Lee/Creator,/wiki/Whitney_Frost_(Earth-616)
02573,Americans,/wiki/Whitney_Frost_(Earth-616)
02574,Telepathic Immunity,/wiki/Whitney_Frost_(Earth-616)
02575,Possession,/wiki/Zarathos_(Earth-616)
02576,Atmokinesis,/wiki/Zarathos_(Earth-616)
02577,Size Alteration,/wiki/Zarathos_(Earth-616)
02578,X-Factor Investigations (Earth-616)/Members,/wiki/David_Alleyne_(Earth-616)
02579,New Mutants (Earth-616)/Members,/wiki/David_Alleyne_(Earth-616)
02580,X-Men (Earth-616)/Members,/wiki/David_Alleyne_(Earth-616)
02581,Champions (Earth-616)/Members,/wiki/David_Alleyne_(Earth-616)
02582,Young Avengers (Earth-616)/Members,/wiki/David_Alleyne_(Earth-616)
02583,Mutants (Homo superior),/wiki/David_Alleyne_(Earth-616)
02584,Americans,/wiki/David_Alleyne_(Earth-616)
02585,Bisexual Characters,/wiki/David_Alleyne_(Earth-616)
02586,Magicians,/wiki/David_Alleyne_(Earth-616)
02587,Formerly Deceased,/wiki/David_Alleyne_(Earth-616)
02588,Mutates,/wiki/Mary_MacPherran_(Earth-616)
02589,Americans,/wiki/Mary_MacPherran_(Earth-616)
02590,Mercenaries,/wiki/Mary_MacPherran_(Earth-616)
02591,Bulletproof,/wiki/Mary_MacPherran_(Earth-616)
02592,New Mutants (Earth-616)/Members,/wiki/Leech_(Earth-616)
02593,Mutants (Homo superior),/wiki/Leech_(Earth-616)
02594,Chris Claremont/Creator,/wiki/Leech_(Earth-616)
02595,Americans,/wiki/Leech_(Earth-616)
02596,Telepathic Immunity,/wiki/Leech_(Earth-616)
02597,Avengers (Earth-616)/Members,/wiki/Elvin_Haliday_(Earth-616)
02598,Mutates,/wiki/Elvin_Haliday_(Earth-616)
02599,Formerly Deceased,/wiki/Elvin_Haliday_(Earth-616)
02600,Americans,/wiki/Elvin_Haliday_(Earth-616)
02601,Bulletproof,/wiki/Elvin_Haliday_(Earth-616)
02602,Symbiotes-possessed,/wiki/Elvin_Haliday_(Earth-616)
02603,Sinister Six (Earth-616)/Members,/wiki/Peter_Petruski_(Earth-616)
02604,Stan Lee/Creator,/wiki/Peter_Petruski_(Earth-616)
02605,Jack Kirby/Creator,/wiki/Peter_Petruski_(Earth-616)
02606,Americans,/wiki/Peter_Petruski_(Earth-616)
02607,Mercenaries,/wiki/Peter_Petruski_(Earth-616)
02608,Champions (Earth-616)/Members,/wiki/Sooraya_Qadir_(Earth-616)
02609,X-Men (Earth-616)/Members,/wiki/Sooraya_Qadir_(Earth-616)
02610,Mutants (Homo superior),/wiki/Sooraya_Qadir_(Earth-616)
02611,Shapeshifters,/wiki/Sooraya_Qadir_(Earth-616)
02612,Telepathic Immunity,/wiki/Sooraya_Qadir_(Earth-616)
02613,Formerly Deceased,/wiki/Sooraya_Qadir_(Earth-616)
02614,Mutants (Homo superior),/wiki/Mary_Walker_(Earth-616)
02615,Americans,/wiki/Mary_Walker_(Earth-616)
02616,Mercenaries,/wiki/Mary_Walker_(Earth-616)
02617,Telekinesis,/wiki/Mary_Walker_(Earth-616)
02618,Mutates,/wiki/Henry_Camp_(Earth-616)
02619,Americans,/wiki/Henry_Camp_(Earth-616)
02620,Mercenaries,/wiki/Henry_Camp_(Earth-616)
02621,Bulletproof,/wiki/Henry_Camp_(Earth-616)
02622,Stan Lee/Creator,/wiki/Robert_Ralston_(Earth-616)
02623,Jack Kirby/Creator,/wiki/Robert_Ralston_(Earth-616)
02624,Americans,/wiki/Robert_Ralston_(Earth-616)
02625,Equestrianism,/wiki/Robert_Ralston_(Earth-616)
02626,Brotherhood of Evil Mutants (Earth-616)/Members,/wiki/Joshua_Foley_(Earth-616)
02627,X-Men (Earth-616)/Members,/wiki/Joshua_Foley_(Earth-616)
02628,X-Force (Strike Team) (Earth-616)/Members,/wiki/Joshua_Foley_(Earth-616)
02629,Mutants (Homo superior),/wiki/Joshua_Foley_(Earth-616)
02630,Formerly Deceased,/wiki/Joshua_Foley_(Earth-616)
02631,Americans,/wiki/Joshua_Foley_(Earth-616)
02632,Mutates,/wiki/Shanna_O%27Hara_(Earth-616)
02633,Americans,/wiki/Shanna_O%27Hara_(Earth-616)
02634,Formerly Deceased,/wiki/Shanna_O%27Hara_(Earth-616)
02635,Zoopathy,/wiki/Shanna_O%27Hara_(Earth-616)
02636,Phoenix Force,/wiki/Shanna_O%27Hara_(Earth-616)
02637,X-Men (Earth-616)/Members,/wiki/Idie_Okonkwo_(Earth-616)
02638,Mutants (Homo superior),/wiki/Idie_Okonkwo_(Earth-616)
02639,Americans,/wiki/Idie_Okonkwo_(Earth-616)
02640,Brotherhood of Evil Mutants (Earth-616)/Members,/wiki/Bennet_du_Paris_(Earth-616)
02641,Mutants (Homo superior),/wiki/Bennet_du_Paris_(Earth-616)
02642,Formerly Deceased,/wiki/Bennet_du_Paris_(Earth-616)
02643,Telekinesis,/wiki/Bennet_du_Paris_(Earth-616)
02644,Flight,/wiki/Bennet_du_Paris_(Earth-616)
02645,Astral Projection,/wiki/Bennet_du_Paris_(Earth-616)
02646,Energy Absorption,/wiki/Bennet_du_Paris_(Earth-616)
02647,Empaths,/wiki/Bennet_du_Paris_(Earth-616)
02648,Champions (Earth-616)/Members,/wiki/Cindy_Moon_(Earth-616)
02649,Order of the Web (Earth-616)/Members,/wiki/Cindy_Moon_(Earth-616)
02650,Mutates,/wiki/Cindy_Moon_(Earth-616)
02651,Americans,/wiki/Cindy_Moon_(Earth-616)
02652,Wallcrawling,/wiki/Cindy_Moon_(Earth-616)
02653,Web-Slinging,/wiki/Cindy_Moon_(Earth-616)
02654,Thunderbolts (Earth-616)/Members,/wiki/Norbert_Ebersol_(Earth-616)
02655,Hydra (Earth-616)/Members,/wiki/Norbert_Ebersol_(Earth-616)
02656,Stan Lee/Creator,/wiki/Norbert_Ebersol_(Earth-616)
02657,Jack Kirby/Creator,/wiki/Norbert_Ebersol_(Earth-616)
02658,Americans,/wiki/Norbert_Ebersol_(Earth-616)
02659,Stan Lee/Creator,/wiki/Mad_Thinker_(Julius)_(Earth-616)
02660,Jack Kirby/Creator,/wiki/Mad_Thinker_(Julius)_(Earth-616)
02661,Americans,/wiki/Mad_Thinker_(Julius)_(Earth-616)
02662,Magicians,/wiki/Agatha_Harkness_(Earth-616)
02663,Stan Lee/Creator,/wiki/Agatha_Harkness_(Earth-616)
02664,Jack Kirby/Creator,/wiki/Agatha_Harkness_(Earth-616)
02665,Formerly Deceased,/wiki/Agatha_Harkness_(Earth-616)
02666,Flight,/wiki/Agatha_Harkness_(Earth-616)
02667,Force Field,/wiki/Agatha_Harkness_(Earth-616)
02668,Telekinesis,/wiki/Agatha_Harkness_(Earth-616)
02669,Astral Projection,/wiki/Agatha_Harkness_(Earth-616)
02670,Guardians of the Galaxy (Earth-616)/Members,/wiki/Vance_Astro_(Earth-691)
02671,Avengers (Earth-616)/Members,/wiki/Vance_Astro_(Earth-691)
02672,Defenders (Earth-616)/Members,/wiki/Vance_Astro_(Earth-691)
02673,Mutants (Homo superior),/wiki/Vance_Astro_(Earth-691)
02674,Formerly Deceased,/wiki/Vance_Astro_(Earth-691)
02675,Americans,/wiki/Vance_Astro_(Earth-691)
02676,Telekinesis,/wiki/Vance_Astro_(Earth-691)
02677,Characters Displaced to Earth-616,/wiki/Vance_Astro_(Earth-691)
02678,Mutates,/wiki/Todd_Arliss_(Earth-616)
02679,Americans,/wiki/Todd_Arliss_(Earth-616)
02680,Bulletproof,/wiki/Todd_Arliss_(Earth-616)
02681,Magicians,/wiki/Parker_Robbins_(Earth-616)
02682,Americans,/wiki/Parker_Robbins_(Earth-616)
02683,Invisibility,/wiki/Parker_Robbins_(Earth-616)
02684,Shapeshifters,/wiki/Parker_Robbins_(Earth-616)
02685,Symbiotes-possessed,/wiki/Parker_Robbins_(Earth-616)
02686,Alpha Flight (Earth-616)/Members,/wiki/Kyle_Gibney_(Earth-616)
02687,Mutants (Homo superior),/wiki/Kyle_Gibney_(Earth-616)
02688,Formerly Deceased,/wiki/Kyle_Gibney_(Earth-616)
02689,Canadians,/wiki/Kyle_Gibney_(Earth-616)
02690,Telepathic Immunity,/wiki/Kyle_Gibney_(Earth-616)
02691,Zoopathy,/wiki/Kyle_Gibney_(Earth-616)
02692,Superhuman Smelling,/wiki/Kyle_Gibney_(Earth-616)
02693,Night Vision,/wiki/Kyle_Gibney_(Earth-616)
02694,Trackers,/wiki/Kyle_Gibney_(Earth-616)
02695,Annihilators (Earth-616)/Members,/wiki/Ronan_(Earth-616)
02696,Kree,/wiki/Ronan_(Earth-616)
02697,Stan Lee/Creator,/wiki/Ronan_(Earth-616)
02698,Jack Kirby/Creator,/wiki/Ronan_(Earth-616)
02699,Armor Users,/wiki/Ronan_(Earth-616)
02700,Optic Blasts,/wiki/Ronan_(Earth-616)
02701,Force Field,/wiki/Ronan_(Earth-616)
02702,Flight,/wiki/Ronan_(Earth-616)
02703,X-Men (Earth-616)/Members,/wiki/Cessily_Kincaid_(Earth-616)
02704,Mutants (Homo superior),/wiki/Cessily_Kincaid_(Earth-616)
02705,Americans,/wiki/Cessily_Kincaid_(Earth-616)
02706,Telepathic Immunity,/wiki/Cessily_Kincaid_(Earth-616)
02707,Bisexual Characters,/wiki/Cessily_Kincaid_(Earth-616)
02708,Thunderbolts (Earth-616)/Members,/wiki/Georges_Batroc_(Earth-616)
02709,Hydra (Earth-616)/Members,/wiki/Georges_Batroc_(Earth-616)
02710,Stan Lee/Creator,/wiki/Georges_Batroc_(Earth-616)
02711,Jack Kirby/Creator,/wiki/Georges_Batroc_(Earth-616)
02712,Mercenaries,/wiki/Georges_Batroc_(Earth-616)
02713,Leaping,/wiki/Georges_Batroc_(Earth-616)
02714,Jack Kirby/Creator,/wiki/Draconus_(Earth-616)
02715,Stan Lee/Creator,/wiki/Draconus_(Earth-616)
02716,Mercenaries,/wiki/Draconus_(Earth-616)
02717,Flight,/wiki/Draconus_(Earth-616)
02718,Thunderbolts (Earth-616)/Members,/wiki/Genis-Vell_(Earth-616)
02719,Kree,/wiki/Genis-Vell_(Earth-616)
02720,Formerly Deceased,/wiki/Genis-Vell_(Earth-616)
02721,Flight,/wiki/Genis-Vell_(Earth-616)
02722,Cosmic Awareness,/wiki/Genis-Vell_(Earth-616)
02723,Energy Absorption,/wiki/Genis-Vell_(Earth-616)
02724,Marauders (Pryde) (Earth-616)/Members,/wiki/St._John_Allerdyce_(Earth-616)
02725,X-Men (Earth-616)/Members,/wiki/St._John_Allerdyce_(Earth-616)
02726,Brotherhood of Evil Mutants (Earth-616)/Members,/wiki/St._John_Allerdyce_(Earth-616)
02727,Mutants (Homo superior),/wiki/St._John_Allerdyce_(Earth-616)
02728,Chris Claremont/Creator,/wiki/St._John_Allerdyce_(Earth-616)
02729,Formerly Deceased,/wiki/St._John_Allerdyce_(Earth-616)
02730,X-Men (Earth-616)/Members,/wiki/Sarah_Rushman_(Earth-616)
02731,Brotherhood of Evil Mutants (Earth-616)/Members,/wiki/Sarah_Rushman_(Earth-616)
02732,Mutants (Homo superior),/wiki/Sarah_Rushman_(Earth-616)
02733,Americans,/wiki/Sarah_Rushman_(Earth-616)
02734,Avengers (Earth-616)/Members,/wiki/Anthony_Druid_(Earth-616)
02735,Secret Defenders (Earth-616)/Members,/wiki/Anthony_Druid_(Earth-616)
02736,Magicians,/wiki/Anthony_Druid_(Earth-616)
02737,Jack Kirby/Creator,/wiki/Anthony_Druid_(Earth-616)
02738,Steve Ditko/Creator,/wiki/Anthony_Druid_(Earth-616)
02739,Formerly Deceased,/wiki/Anthony_Druid_(Earth-616)
02740,Americans,/wiki/Anthony_Druid_(Earth-616)
02741,Telekinesis,/wiki/Anthony_Druid_(Earth-616)
02742,Zoopathy,/wiki/Anthony_Druid_(Earth-616)
02743,Hypnosis,/wiki/Anthony_Druid_(Earth-616)
02744,X-Men (Earth-616)/Members,/wiki/Joanna_Cargill_(Earth-616)
02745,Mutants (Homo superior),/wiki/Joanna_Cargill_(Earth-616)
02746,Americans,/wiki/Joanna_Cargill_(Earth-616)
02747,Mercenaries,/wiki/Joanna_Cargill_(Earth-616)
02748,Bulletproof,/wiki/Joanna_Cargill_(Earth-616)
02749,Invulnerability,/wiki/Joanna_Cargill_(Earth-616)
02750,Gamma Ray Exposure,/wiki/Arcade_(Earth-616)
02751,Mutates,/wiki/Arcade_(Earth-616)
02752,Chris Claremont/Creator,/wiki/Arcade_(Earth-616)
02753,Americans,/wiki/Arcade_(Earth-616)
02754,Medium Awareness,/wiki/Arcade_(Earth-616)
02755,Stan Lee/Creator,/wiki/Anna_Watson_(Earth-616)
02756,Steve Ditko/Creator,/wiki/Anna_Watson_(Earth-616)
02757,Americans,/wiki/Anna_Watson_(Earth-616)
02758,Avengers (Earth-616)/Members,/wiki/Matthew_Hawk_(Earth-616)
02759,Stan Lee/Creator,/wiki/Matthew_Hawk_(Earth-616)
02760,Jack Kirby/Creator,/wiki/Matthew_Hawk_(Earth-616)
02761,Americans,/wiki/Matthew_Hawk_(Earth-616)
